Geo_Code,2031 Population Growth Rate with income 20% or under of area median household income (AMHI),2031 Population Trend with income 20% or under of area median household income (AMHI),2031 Population Growth Rate with income 21% to 50% of AMHI,2031 Population Trend with income 21% to 50% of AMHI,2031 Population Growth Rate with income 51% to 80% of AMHI,2031 Population Trend with income 51% to 80% of AMHI,2031 Population Growth Rate with income 81% to 120% of AMHI,2031 Population Trend with income 81% to 120% of AMHI,2031 Population Growth Rate with income 121% or over of AMHI,2031 Population Trend with income 121% or over of AMHI,2031 Population Growth Rate 1pp HH,2031 Population Trend 1pp HH,2031 Population Growth Rate 2pp HH,2031 Population Trend 2pp HH,2031 Population Growth Rate 3pp HH,2031 Population Trend 3pp HH,2031 Population Growth Rate 4pp HH,2031 Population Trend 4pp HH,2031 Population Growth Rate 5pp HH,2031 Population Trend 5pp HH
2488,-0.504761905,74.28571429,-0.014842301,1896.428571,0.115646259,2342.857143,0.04259502,2272.857143,0.077800134,4591.428571,0.137111155,4099.285714,0.114995563,4487.857143,-0.147041243,1019.285714,-0.145341615,982.8571429,-0.079734219,593.5714286
2489,-0.596638655,137.1428571,0.103790087,4056.428571,0.106450336,3994.285714,0.004574756,3450.714286,0.085298636,8579.285714,0.147204969,7915.714286,0.09772798,7557.857143,-0.106430155,2015,-0.108374384,1680.714286,0.012186865,1067.857143
2490,0,0,0.028715004,1023.571429,-0.014285714,1084.285714,0.061522419,1454.285714,0.01546073,2345.714286,0.150439794,2709.285714,-0.001272669,2242.142857,-0.252380952,448.5714286,-0.348111658,283.5714286,-0.058441558,207.1428571
2491,-0.705167173,69.28571429,0.035409035,2422.857143,0.028625439,2720.714286,0.034777956,2762.857143,0.045266942,5607.857143,0.124236556,5390.714286,0.100054526,5764.285714,-0.336886994,888.5714286,-0.255639098,919.2857143,-0.044642857,611.4285714
2492,-0.452380952,65.71428571,-0.093663912,1645,0.121348315,2495,-0.063279003,2093.571429,-0.00560871,4305.714286,0.08052652,3987.142857,0.086271937,4730.714286,-0.402657807,642.1428571,-0.247436774,786.4285714,-0.18204804,462.1428571
2493,-0.915057915,31.42857143,0.079110012,4365,0.131698884,5143.571429,0.098432056,5404.285714,0.061510072,9861.428571,0.195391705,9264.285714,0.119204261,10207.14286,-0.226677806,1983.571429,-0.159318048,2042.857143,0.001098901,1301.428571
2494,-0.72718254,392.8571429,0.076898083,14204.28571,0.132730441,17177.85714,0.126029132,17780,0.053853596,32680,0.180142911,31380,0.119781868,33587.85714,-0.179262149,7214.285714,-0.119280589,6750.714286,-0.070626003,3308.571429
2495,0,0,-0.006968641,814.2857143,0.08005521,1117.857143,-0.232142857,737.1428571,0.005891016,1951.428571,0.133590734,2097.142857,0.04331307,1961.428571,-0.455598456,302.1428571,-0.642857143,128.5714286,-0.373015873,112.8571429
2496,-0.93557423,16.42857143,-0.037296037,2065,0.141774892,3014.285714,-0.062256809,2410,0.001897533,5280,0.133600741,5248.571429,0.042857143,5214.285714,-0.283888635,1120.714286,-0.315911731,841.4285714,-0.212698413,354.2857143
2497,-0.398671096,258.5714286,0.071312804,3305,0.026389241,2889.285714,-0.062278066,2452.142857,0.038004751,6555,0.118217562,6094.285714,0.008722083,5452.142857,-0.162257496,1696.428571,-0.126984127,1414.285714,0.058656575,799.2857143
