CSDUID
2404020
2404030
2404902
2404904
2405902
2406035
2406040
2406060
2406902
2406904
2407005
2407025
2407902
2407904
2407906
2407908
2407910
2407912
2407914
2408010
2408040
2408902
2409010
2409040
2409060
2409902
2409904
2410010
2410902
2411020
2411025
2411902
2412025
2412045
2413010
2413050
2413075
2414902
2414904
2415065
2415902
2415904
2416902
2418010
2418070
2421015
2421902
2421904
2422902
2423015
2429020
2429095
2430015
2431025
2434902
2434904
2434906
2435902
2435904
2435906
2435908
2440005
2441075
2442070
2444005
2445080
2450095
2452075
2453085
2462902
2462904
2462906
2462908
2462910
2462912
2462914
2462916
2462918
2462919
2462920
2462922
2466092
2471095
2477011
2477055
2478050
2478127
2479902
2479904
2479906
2479910
2479912
2479914
2479916
2479920
2479922
2479924
2479926
2483902
2483904
2483906
2483908
2483912
2484020
2484050
2484095
2484100
2484902
2485075
2485905
2485907
2487105
2487120
2487902
2487904
2488005
2488010
2488015
2488080
2488902
2488904
2489050
2489902
2489908
2489910
2489912
2490027
2491902
2492060
2492902
2492904
2493902
2493904
2493906
2493908
2494926
2494928
2494930
2495902
2496902
2497040
2497902
2497904
2497906
2497908
2497912
2497914
2498020
2498030
2498035
2498050
2498904
2498912
2499010
2499030
2499035
2499040
2499045
2499050
2499055
2499065
2499070
2499105
2499877
2499878
2499879
2499883
2499885
2499887
2499888
2499889
2499890
2499891
2499892
2499893
2499894
2499902
2499904
1001101
1001105
1001120
1001140
1001144
1001174
1001181
1001186
1001192
1001207
1001214
1001219
1001225
1001254
1001263
1001274
1001316
1001328
1001391
1001405
1001565
1002001
1002006
1002009
1002013
1002014
1002015
1002016
1002017
1002022
1002026
1002027
1002029
1002030
1002033
1002034
1002037
1002039
1002040
1002044
1002055
1003001
1003002
1003005
1003006
1003009
1003010
1003010
1003012
1003014
1003020
1003021
1003024
1003038
1003042
1004017
1005006
1005007
1005016
1005019
1005028
1006008
1006028
1006029
1007015
1007018
1007025
1007026
1007027
1007038
1007039
1007040
1007041
1007043
1007045
1007046
1007048
1007051
1007056
1007067
1008001
1008024
1008026
1008029
1008032
1008045
1008047
1008052
1008055
1008056
1008062
1008063
1008064
1008066
1008070
1008073
1008075
1008077
1008078
1008092
1008093
1008096
1008098
1009001
1009008
1009009
1009020
1009024
1009026
1009028
1009030
1009034
1009035
1009037
1009039
1009041
1009042
1009047
1009048
1010001
1010003
1010004
1010006
1010007
1010010
1010042
1011005
1011015
1011040
1101020
1101025
1101030
1101044
1102003
1102005
1102011
1102020
1102032
1102035
1102050
1102051
1102059
1102072
1103018
1103022
1103033
1103050
1103057
1103060
1103062
1103066
1103068
1301002
1302001
1302014
1304016
1306007
1308012
1310007
1310008
1310013
1313028
1314003
6204019
6204022
6204025
6204030
6205033
6208065
6208068
6208098
6101010
6101041
6101063
6102012
6102063
6103052
6103097
6104005
6104006
6104010
6104013
6104044
6104097
6105003
6105026
6105097
6106021
6001006
6001007
6001008
6001010
6001022
6001031
6001032
6001039
6001042
6001043
6001046
6001047
6001049
6001050
6001052
6001057
6001065
